warning_id,project,method,num_essential,top1_is_essential,first_essential_rank,reciprocal_rank,recall@1,recall@3,recall@5
commons-compress#0024,commons-compress,bm25,2,0,4,0.25,0.0,0.0,1.0
jackson-databind#0001,jackson-databind,bm25,3,0,4,0.25,0.0,0.0,0.6666666666666666
jackson-databind#0002,jackson-databind,bm25,3,0,2,0.5,0.0,0.3333333333333333,1.0
jackson-databind#0003,jackson-databind,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
jackson-databind#0004,jackson-databind,bm25,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-databind#0005,jackson-databind,bm25,2,0,2,0.5,0.0,1.0,1.0
jackson-databind#0006,jackson-databind,bm25,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-databind#0007,jackson-databind,bm25,2,0,2,0.5,0.0,1.0,1.0
jackson-databind#0008,jackson-databind,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
jackson-databind#0009,jackson-databind,bm25,2,1,1,1.0,0.5,0.5,1.0
jackson-databind#0010,jackson-databind,bm25,3,0,2,0.5,0.0,0.3333333333333333,1.0
jackson-databind#0011,jackson-databind,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,1.0
jackson-databind#0012,jackson-databind,bm25,3,0,2,0.5,0.0,0.6666666666666666,1.0
jackson-databind#0013,jackson-databind,bm25,3,0,2,0.5,0.0,0.3333333333333333,0.3333333333333333
jackson-annotations#0001,jackson-annotations,bm25,3,0,2,0.5,0.0,0.6666666666666666,0.6666666666666666
commons-jexl#0005,commons-jexl,bm25,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-jexl#0006,commons-jexl,bm25,2,0,3,0.3333333333333333,0.0,0.5,0.5
commons-jexl#0007,commons-jexl,bm25,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
commons-jexl#0010,commons-jexl,bm25,3,0,2,0.5,0.0,0.6666666666666666,0.6666666666666666
commons-jexl#0012,commons-jexl,bm25,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
commons-jexl#0013,commons-jexl,bm25,2,0,2,0.5,0.0,0.5,1.0
commons-jexl#0014,commons-jexl,bm25,3,1,1,1.0,0.3333333333333333,1.0,1.0
lettuce-core#0001,lettuce-core,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
lettuce-core#0002,lettuce-core,bm25,2,1,1,1.0,0.5,0.5,1.0
lettuce-core#0003,lettuce-core,bm25,2,0,3,0.3333333333333333,0.0,0.5,1.0
lettuce-core#0004,lettuce-core,bm25,3,0,4,0.25,0.0,0.0,0.6666666666666666
lettuce-core#0005,lettuce-core,bm25,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
lettuce-core#0006,lettuce-core,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
lettuce-core#0007,lettuce-core,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
lettuce-core#0008,lettuce-core,bm25,3,0,2,0.5,0.0,0.6666666666666666,1.0
lettuce-core#0009,lettuce-core,bm25,3,0,2,0.5,0.0,0.6666666666666666,1.0
lettuce-core#0010,lettuce-core,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
lettuce-core#0011,lettuce-core,bm25,2,0,2,0.5,0.0,0.5,1.0
lettuce-core#0012,lettuce-core,bm25,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
lettuce-core#0013,lettuce-core,bm25,3,0,2,0.5,0.0,0.6666666666666666,1.0
lettuce-core#0015,lettuce-core,bm25,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0016,lettuce-core,bm25,2,0,3,0.3333333333333333,0.0,0.5,1.0
lettuce-core#0017,lettuce-core,bm25,3,0,2,0.5,0.0,0.6666666666666666,1.0
lettuce-core#0018,lettuce-core,bm25,3,0,5,0.2,0.0,0.0,0.3333333333333333
commons-bcel#0001,commons-bcel,bm25,3,0,2,0.5,0.0,0.6666666666666666,0.6666666666666666
commons-bcel#0002,commons-bcel,bm25,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-bcel#0003,commons-bcel,bm25,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
commons-bcel#0004,commons-bcel,bm25,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
commons-bcel#0005,commons-bcel,bm25,3,1,1,1.0,0.3333333333333333,0.3333333333333333,1.0
commons-bcel#0006,commons-bcel,bm25,3,0,2,0.5,0.0,0.3333333333333333,0.3333333333333333
commons-bcel#0008,commons-bcel,bm25,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-bcel#0009,commons-bcel,bm25,3,1,1,1.0,0.3333333333333333,1.0,1.0
mybatis-spring#0001,mybatis-spring,bm25,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0001,jsoup,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.3333333333333333
jsoup#0002,jsoup,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0003,jsoup,embedding_all-MiniLM-L6-v2,2,0,3,0.3333333333333333,0.0,0.5,1.0
commons-collections#0001,commons-collections,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-collections#0002,commons-collections,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0003,commons-collections,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,0.6666666666666666
commons-collections#0004,commons-collections,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0005,commons-collections,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
commons-collections#0006,commons-collections,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0007,commons-collections,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,1.0
commons-compress#0001,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0003,commons-compress,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
commons-compress#0004,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
commons-compress#0007,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
commons-compress#0008,commons-compress,embedding_all-MiniLM-L6-v2,3,0,5,0.2,0.0,0.0,0.3333333333333333
commons-compress#0009,commons-compress,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
commons-compress#0010,commons-compress,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,1.0
commons-compress#0011,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0012,commons-compress,embedding_all-MiniLM-L6-v2,2,0,4,0.25,0.0,0.0,0.5
commons-compress#0013,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
commons-compress#0014,commons-compress,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
commons-compress#0015,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0016,commons-compress,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,1.0
commons-compress#0017,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0018,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0019,commons-compress,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,1.0
commons-compress#0021,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,1.0
commons-compress#0022,commons-compress,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,1.0
commons-compress#0023,commons-compress,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0024,commons-compress,embedding_all-MiniLM-L6-v2,2,0,4,0.25,0.0,0.0,1.0
jackson-databind#0001,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.6666666666666666
jackson-databind#0002,jackson-databind,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,1.0,1.0
jackson-databind#0003,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,1.0
jackson-databind#0004,jackson-databind,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
jackson-databind#0005,jackson-databind,embedding_all-MiniLM-L6-v2,2,0,2,0.5,0.0,1.0,1.0
jackson-databind#0006,jackson-databind,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jackson-databind#0007,jackson-databind,embedding_all-MiniLM-L6-v2,2,0,3,0.3333333333333333,0.0,0.5,0.5
jackson-databind#0008,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
jackson-databind#0009,jackson-databind,embedding_all-MiniLM-L6-v2,2,1,1,1.0,0.5,0.5,1.0
jackson-databind#0010,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,1.0
jackson-databind#0011,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,1.0
jackson-databind#0012,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,1.0
jackson-databind#0013,jackson-databind,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
jackson-annotations#0001,jackson-annotations,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,0.6666666666666666
commons-jexl#0005,commons-jexl,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-jexl#0006,commons-jexl,embedding_all-MiniLM-L6-v2,2,0,2,0.5,0.0,0.5,1.0
commons-jexl#0007,commons-jexl,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-jexl#0010,commons-jexl,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,0.6666666666666666
commons-jexl#0012,commons-jexl,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
commons-jexl#0013,commons-jexl,embedding_all-MiniLM-L6-v2,2,1,1,1.0,0.5,0.5,0.5
commons-jexl#0014,commons-jexl,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,1.0,1.0
lettuce-core#0001,lettuce-core,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
lettuce-core#0002,lettuce-core,embedding_all-MiniLM-L6-v2,2,0,4,0.25,0.0,0.0,1.0
lettuce-core#0003,lettuce-core,embedding_all-MiniLM-L6-v2,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0004,lettuce-core,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
lettuce-core#0005,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
lettuce-core#0006,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,5,0.2,0.0,0.0,0.3333333333333333
lettuce-core#0007,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.3333333333333333
lettuce-core#0008,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
lettuce-core#0009,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,1.0
lettuce-core#0010,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
lettuce-core#0011,lettuce-core,embedding_all-MiniLM-L6-v2,2,0,3,0.3333333333333333,0.0,0.5,1.0
lettuce-core#0012,lettuce-core,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0013,lettuce-core,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
lettuce-core#0015,lettuce-core,embedding_all-MiniLM-L6-v2,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0016,lettuce-core,embedding_all-MiniLM-L6-v2,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0017,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,1.0
lettuce-core#0018,lettuce-core,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,0.3333333333333333
commons-bcel#0001,commons-bcel,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,1.0
commons-bcel#0002,commons-bcel,embedding_all-MiniLM-L6-v2,3,0,3,0.3333333333333333,0.0,0.3333333333333333,1.0
commons-bcel#0003,commons-bcel,embedding_all-MiniLM-L6-v2,3,0,4,0.25,0.0,0.0,0.6666666666666666
commons-bcel#0004,commons-bcel,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.6666666666666666,1.0
commons-bcel#0005,commons-bcel,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-bcel#0006,commons-bcel,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
commons-bcel#0008,commons-bcel,embedding_all-MiniLM-L6-v2,3,0,2,0.5,0.0,0.3333333333333333,1.0
commons-bcel#0009,commons-bcel,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
mybatis-spring#0001,mybatis-spring,embedding_all-MiniLM-L6-v2,3,1,1,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
jsoup#0001,jsoup,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0002,jsoup,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0003,jsoup,local_first,2,1,1,1.0,0.5,1.0,1.0
commons-collections#0001,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0002,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0003,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-collections#0004,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-collections#0005,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-collections#0006,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0007,commons-collections,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0001,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0003,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0004,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0007,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0008,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0009,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0010,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0011,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0012,commons-compress,local_first,2,1,1,1.0,0.5,1.0,1.0
commons-compress#0013,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0014,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0015,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0016,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0017,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0018,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0019,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-compress#0021,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0022,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0023,commons-compress,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0024,commons-compress,local_first,2,1,1,1.0,0.5,1.0,1.0
jackson-databind#0001,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-databind#0002,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jackson-databind#0003,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-databind#0004,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
jackson-databind#0005,jackson-databind,local_first,2,1,1,1.0,0.5,1.0,1.0
jackson-databind#0006,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-databind#0007,jackson-databind,local_first,2,1,1,1.0,0.5,1.0,1.0
jackson-databind#0008,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-databind#0009,jackson-databind,local_first,2,1,1,1.0,0.5,1.0,1.0
jackson-databind#0010,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jackson-databind#0011,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
jackson-databind#0012,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
jackson-databind#0013,jackson-databind,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
jackson-annotations#0001,jackson-annotations,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-jexl#0005,commons-jexl,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-jexl#0006,commons-jexl,local_first,2,1,1,1.0,0.5,1.0,1.0
commons-jexl#0007,commons-jexl,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-jexl#0010,commons-jexl,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-jexl#0012,commons-jexl,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-jexl#0013,commons-jexl,local_first,2,1,1,1.0,0.5,1.0,1.0
commons-jexl#0014,commons-jexl,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
lettuce-core#0001,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0002,lettuce-core,local_first,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0003,lettuce-core,local_first,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0004,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0005,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
lettuce-core#0006,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0007,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0008,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0009,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
lettuce-core#0010,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0011,lettuce-core,local_first,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0012,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
lettuce-core#0013,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
lettuce-core#0015,lettuce-core,local_first,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0016,lettuce-core,local_first,2,1,1,1.0,0.5,1.0,1.0
lettuce-core#0017,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
lettuce-core#0018,lettuce-core,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-bcel#0001,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-bcel#0002,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-bcel#0003,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-bcel#0004,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-bcel#0005,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-bcel#0006,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
commons-bcel#0008,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-bcel#0009,commons-bcel,local_first,3,1,1,1.0,0.3333333333333333,1.0,1.0
mybatis-spring#0001,mybatis-spring,local_first,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0001,jsoup,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0002,jsoup,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
jsoup#0003,jsoup,type_priority,2,1,1,1.0,0.5,1.0,1.0
commons-collections#0001,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-collections#0002,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-collections#0003,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0004,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-collections#0005,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-collections#0006,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-collections#0007,commons-collections,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0001,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0003,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0004,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0007,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0008,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0009,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0010,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0011,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,0.6666666666666666,1.0
commons-compress#0012,commons-compress,type_priority,2,1,1,1.0,0.5,1.0,1.0
commons-compress#0013,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
commons-compress#0014,commons-compress,type_priority,3,1,1,1.0,0.3333333333333333,1.0,1.0
